Time_Stamp,Temperature (°C),RPM,Fuel_Efficiency,Vibration_X,Vibration_Y,Vibration_Z,Torque,Power_Output (kW),Fault_Condition,Operational_Mode
12/24/2024 11:25,87.87383628,2597.050957,15.73131216,0.089687102,0.635685406,0.413234732,70.61565275,26.82574558,3,Cruising
12/24/2024 11:30,100.9925988,1429.094892,27.95273229,0.285569694,0.384015114,0.786586495,149.4919192,23.25981047,1,Cruising
12/24/2024 11:35,66.89877527,1632.675254,19.76645127,0.41598078,0.620189135,0.772567117,110.6904303,29.3916552,3,Idle
12/24/2024 11:40,78.9222569,2821.334839,28.19856745,0.413452722,0.586152767,0.472407533,182.9133904,36.40978414,2,Heavy Load
12/24/2024 11:45,89.50008933,3347.856696,28.2007853,0.193670899,0.420921136,0.606339845,184.3569468,61.39178689,0,Cruising
12/24/2024 11:50,117.061256,3352.44641,25.88531098,0.470902638,0.773885142,0.068864859,129.2151909,40.19034305,0,Cruising
12/24/2024 11:55,108.4148036,2096.018102,27.66707123,0.601611338,0.711120368,0.101024135,94.17404339,43.01864013,0,Cruising
12/24/2024 12:00,68.06181655,1311.471878,22.31490815,0.433347218,0.926215464,0.261969873,145.4035889,61.54204568,2,Heavy Load
12/24/2024 12:05,60.92809085,3077.199354,27.82902902,0.026801868,0.437876432,0.66320517,151.9940363,42.72026833,2,Cruising
12/24/2024 12:10,99.07248999,2188.2837,15.26680477,0.966379791,0.312318092,0.077934238,156.7376951,76.5520414,2,Heavy Load
12/24/2024 12:15,99.16829775,3957.193345,17.10567354,0.420412962,0.394624997,0.842868478,123.5475966,74.90898964,1,Idle
12/24/2024 12:20,69.57433593,2783.9307,19.89449589,0.722262761,0.482418544,0.49394406,174.6578484,48.07878321,0,Idle
12/24/2024 12:25,88.0333714,1923.302525,28.36007024,0.592218001,0.171485117,0.018667031,80.47950171,93.64646673,1,Heavy Load
12/24/2024 12:30,86.23425137,2527.458382,16.31069342,0.026825076,0.451086632,0.041896037,129.547585,29.97386345,1,Heavy Load
12/24/2024 12:35,102.4124737,3162.095933,26.91421097,0.153310632,0.787015978,0.913653261,198.636434,40.85834098,1,Idle
12/24/2024 12:40,62.5079245,2220.364828,29.93665989,0.854503881,0.02545968,0.035495184,79.277345,34.1184531,0,Idle
12/24/2024 12:45,95.30283313,1404.682722,22.1057021,0.149503034,0.614879258,0.458567305,57.50847731,45.57759088,0,Idle
12/24/2024 12:50,61.52401106,3830.807446,24.40572575,0.411983202,0.346074212,0.382194214,170.2686132,67.89411063,2,Idle
12/24/2024 12:55,95.45114876,1187.967164,29.86554845,0.163863693,0.000740537,0.870781035,146.2285623,41.01708088,3,Cruising
12/24/2024 13:00,112.4955455,3771.764174,24.81286271,0.656864233,0.281306469,0.497465986,82.13084542,35.91605164,2,Heavy Load
12/24/2024 13:05,105.6456554,3517.185305,22.98876352,0.907607658,0.031723848,0.550148107,185.2630876,20.1489097,3,Idle
12/24/2024 13:10,74.73995074,3067.923365,17.60066425,0.14296632,0.808652989,0.701610656,75.49883777,26.06221089,3,Heavy Load
12/24/2024 13:15,104.9611102,2208.488269,27.91905813,0.969064741,0.203877239,0.527908267,142.5693277,84.07154242,3,Cruising
12/24/2024 13:20,87.638021,3382.570168,27.07303124,0.071259015,0.325176945,0.439062563,165.5767803,87.59956993,1,Cruising
12/24/2024 13:25,94.00023011,1518.65998,23.56533199,0.875140361,0.110976022,0.515342973,65.0515684,83.89211642,2,Idle
12/24/2024 13:30,102.2587059,3931.672801,25.44262082,0.606887976,0.895177875,0.38415293,124.3706759,89.41103961,0,Idle
12/24/2024 13:35,111.0964025,3119.925116,21.06060169,0.9363312,0.824743673,0.858499925,133.915146,76.81619549,1,Cruising
12/24/2024 13:40,65.03372637,3675.709109,28.56747911,0.696325688,0.613052633,0.206966891,163.9316915,59.91928221,3,Idle
12/24/2024 13:45,63.28641505,1175.412558,20.39541291,0.218462947,0.325421735,0.288448065,92.8542563,71.84142949,1,Heavy Load
12/24/2024 13:50,111.2121601,1345.192293,16.0380761,0.000169645,0.45379735,0.195425784,165.4468183,52.51931454,3,Heavy Load
12/24/2024 13:55,106.5801577,2448.286965,21.35033899,0.707229452,0.785213632,0.369001074,61.67956725,76.99326212,3,Idle
12/24/2024 14:00,113.4459659,1095.1339,23.73089832,0.140015291,0.496106269,0.627750994,57.52452758,83.67492017,1,Heavy Load
12/24/2024 14:05,107.5321804,2331.695458,24.07630982,0.355926518,0.393838698,0.842749749,107.9285867,91.90409906,0,Heavy Load
12/24/2024 14:10,70.16244318,3694.803328,21.78513738,0.085712705,0.885102602,0.995647741,177.0271286,31.16220717,3,Cruising
12/24/2024 14:15,108.0477817,3463.711401,23.30824458,0.391465531,0.230287593,0.250839157,191.3509649,97.82330949,0,Idle
12/24/2024 14:20,95.24950467,2807.639971,28.2014551,0.776291935,0.150446204,0.014298935,58.86167156,45.30832523,0,Heavy Load
12/24/2024 14:25,63.15581458,1724.14684,20.43411722,0.696162543,0.600228092,0.547384135,139.6920903,24.41097654,0,Heavy Load
12/24/2024 14:30,94.80038108,3233.513438,28.00685181,0.94407551,0.295496458,0.743075448,157.2810091,95.07668696,1,Heavy Load
12/24/2024 14:35,109.9695896,2222.904397,29.70585503,0.931532161,0.684485515,0.680084192,82.9802085,54.78032009,1,Cruising
12/24/2024 14:40,118.7944993,1968.33253,29.1023958,0.009335978,0.138502654,0.724022065,152.650262,73.72104016,2,Heavy Load
12/24/2024 14:45,104.515849,3567.673003,27.18589346,0.812636777,0.155779506,0.386205704,85.88989463,33.56706105,1,Heavy Load
12/24/2024 14:50,99.50147939,1757.939496,29.62735806,0.667974349,0.540653476,0.188342286,65.40793454,92.70617383,1,Heavy Load
12/24/2024 14:55,91.98815482,1960.646499,21.71108529,0.854952241,0.024505109,0.455858743,83.85319274,81.99867424,2,Idle
12/24/2024 15:00,80.33166049,3718.093937,25.6986988,0.339042392,0.489568942,0.892163231,145.8686576,83.61646146,1,Idle
12/24/2024 15:05,70.37832373,1144.959798,17.74594,0.240484012,0.535010942,0.830181658,50.42885318,36.69248708,1,Cruising
12/24/2024 15:10,75.69269118,3131.806017,21.14536459,0.330663112,0.243361348,0.774733543,184.9409308,29.78138637,1,Heavy Load
12/24/2024 15:15,90.30471086,1187.483989,26.78651114,0.757632919,0.919713315,0.003861124,111.9563453,35.32847738,1,Cruising
12/24/2024 15:20,111.0913106,3132.069253,26.1600449,0.35951095,0.128158837,0.086559156,132.8734485,59.52909695,3,Cruising
12/24/2024 15:25,72.13635616,3882.436788,27.93782975,0.589181467,0.671842215,0.482397945,80.95785271,43.4523334,2,Cruising
12/24/2024 15:30,86.56642742,3370.942567,25.15821307,0.233785937,0.750467212,0.862738458,111.1343254,86.49773473,3,Heavy Load
12/24/2024 15:35,87.61812563,3442.467032,23.4403001,0.307929417,0.155245339,0.334205471,167.1849272,94.95800356,1,Idle
12/24/2024 15:40,73.81645122,1399.672461,23.47717305,0.042378713,0.107342319,0.947131798,195.8506255,80.54285124,1,Heavy Load
12/24/2024 15:45,82.35955531,2895.935724,20.38227175,0.848023199,0.338140826,0.272547461,177.5612654,55.31123299,0,Heavy Load
12/24/2024 15:50,118.5361354,2518.998754,20.36488813,0.681457085,0.429916077,0.742279162,112.6979591,80.46217671,1,Idle
12/24/2024 15:55,109.1683836,3903.968268,19.92219477,0.66512311,0.13881094,0.753110812,66.40400893,59.36664869,2,Heavy Load
12/24/2024 16:00,90.57333059,1667.563628,26.76687058,0.832815466,0.994314905,0.016199488,112.1095714,77.06290845,1,Cruising
12/24/2024 16:05,71.53661599,2828.954152,23.02755224,0.250399312,0.681474403,0.118069195,69.03081336,89.02598538,0,Idle
12/24/2024 16:10,63.21626048,1312.207661,19.43613763,0.300666646,0.576366526,0.418981986,181.353938,25.23502371,3,Cruising
12/24/2024 16:15,107.5433432,2563.548222,22.79764214,0.269542391,0.841687668,0.321316014,55.72080111,26.44679745,3,Idle
12/24/2024 16:20,95.75726353,2329.314778,24.06925358,0.769228021,0.264697284,0.986480548,190.7360223,86.12005493,2,Heavy Load
12/24/2024 16:25,119.2899255,3002.981556,15.80328375,0.809681676,0.326533063,0.989450924,89.55397223,33.43470807,2,Idle
12/24/2024 16:30,66.11134537,1147.153539,27.4972112,0.324898187,0.124691576,0.332043128,136.7596333,80.83235007,2,Cruising
12/24/2024 16:35,118.8145526,1908.28642,22.00956189,0.599075793,0.592698411,0.001462177,154.3457673,43.03194764,1,Heavy Load
12/24/2024 16:40,108.3394468,3093.477448,26.54896847,0.677563037,0.564282584,0.562119823,122.4696709,38.89158689,0,Cruising
12/24/2024 16:45,64.87223164,2855.781875,28.86146102,0.957321304,0.264290175,0.659473792,95.59846537,88.38313731,0,Idle
12/24/2024 16:50,66.88888697,3734.411449,21.52327666,0.704532628,0.885448265,0.192359441,98.34416256,44.38059095,2,Idle
12/24/2024 16:55,69.8950416,3961.198739,26.84352763,0.048643633,0.823629368,0.50838359,55.31846297,68.4786264,1,Idle
12/24/2024 17:00,113.042756,2995.447256,27.55133705,0.729079731,0.740451365,0.558567038,129.5788967,47.90518885,2,Cruising
12/24/2024 17:05,92.79597574,1908.616503,23.86709178,0.348787228,0.340660599,0.900560097,160.6724997,79.78932116,0,Cruising
12/24/2024 17:10,76.39103738,3940.102189,23.71609797,0.806159319,0.656626032,0.768539,79.92941546,86.56322693,1,Heavy Load
12/24/2024 17:15,84.77647352,2343.470447,22.44990426,0.5243419,0.227290576,0.53062626,121.1837856,37.74370029,1,Heavy Load
12/24/2024 17:20,99.12220044,2009.045709,25.87232823,0.535886334,0.338458052,0.198258881,189.598858,69.70468929,0,Idle
12/24/2024 17:25,63.19398513,1670.358613,21.68793234,0.51339467,0.594568553,0.989202113,186.2122924,30.67762598,1,Heavy Load
12/24/2024 17:30,100.959264,2528.307762,29.89482843,0.248068174,0.582815363,0.004066192,72.53584499,82.7937343,3,Heavy Load
12/24/2024 17:35,102.5687216,1178.178034,18.59966448,0.250604161,0.312389779,0.889392049,128.2822312,60.40579004,0,Idle
12/24/2024 17:40,94.60842681,2407.814065,15.90835488,0.303665855,0.805744666,0.692275082,169.5377757,52.14384521,1,Cruising
12/24/2024 17:45,87.39396889,3832.896554,26.94508718,0.226527115,0.88241959,0.753229702,168.7418268,28.72760653,3,Idle
12/24/2024 17:50,78.0195572,2444.556192,17.2193254,0.75850592,0.742218494,0.894877331,128.4945461,45.38314197,3,Heavy Load
12/24/2024 17:55,73.5479877,2000.01716,18.4820703,0.002327384,0.81550969,0.358166835,91.9330458,60.48473798,1,Cruising
12/24/2024 18:00,79.8707934,1912.385955,28.60038076,0.153199412,0.552740879,0.589932601,145.8935941,22.69690673,3,Cruising
12/24/2024 18:05,74.39188535,2274.21982,24.64979458,0.179356595,0.052099161,0.049716206,66.81997487,39.48987014,0,Cruising
12/24/2024 18:10,64.17960436,2019.107933,27.3810346,0.759138706,0.961296768,0.167236681,199.9094023,37.84491227,1,Cruising
12/24/2024 18:15,90.25038224,1066.241171,25.73553114,0.19040586,0.505934814,0.425312392,93.35246143,29.85549038,0,Cruising
12/24/2024 18:20,70.30419999,3585.76151,17.34939648,0.449096664,0.344050972,0.960193866,149.6774789,31.21106045,0,Heavy Load
12/24/2024 18:25,97.96798997,1938.902341,29.95626559,0.807223524,0.087679411,0.790086759,59.43753595,78.71829364,3,Cruising
12/24/2024 18:30,110.9561688,2261.358047,27.21784479,0.042058304,0.492292043,0.387857862,101.2281646,35.08266236,2,Idle
12/24/2024 18:35,96.60900954,2983.409316,17.1224683,0.689932317,0.38571068,0.273481945,186.4362889,43.79795218,0,Idle
12/24/2024 18:40,85.18630828,1026.537964,16.04453795,0.709315849,0.93509868,0.171572161,55.99626887,43.10165407,3,Idle
12/24/2024 18:45,108.7403389,3435.753383,23.70180194,0.955404603,0.80892645,0.553533053,177.8645503,96.64984111,0,Cruising
12/24/2024 18:50,91.10945911,3217.126002,20.85281655,0.666681186,0.705326044,0.045979512,98.89498343,25.79069723,1,Cruising
12/24/2024 18:55,114.5552458,3623.572896,28.3855729,0.726188881,0.888002288,0.973850556,142.6689985,56.52346895,3,Idle
12/24/2024 19:00,75.75602943,3651.402577,23.10706305,0.571509585,0.877424649,0.738840002,75.07559812,79.27326213,1,Heavy Load
12/24/2024 19:05,77.38081172,3862.215555,24.91951557,0.216455198,0.725216674,0.40476901,52.31920003,50.44368893,1,Cruising
12/24/2024 19:10,70.28497614,3130.979336,25.41700518,0.543355873,0.313105426,0.447888506,73.79728567,39.42072413,2,Cruising
12/24/2024 19:15,97.46622495,1264.154487,27.77051507,0.33505285,0.043656504,0.294362605,166.190088,34.87026131,1,Cruising
12/24/2024 19:20,95.00212577,3968.805762,21.96794035,0.332917434,0.887377639,0.664965988,84.89506909,48.07292194,0,Heavy Load
12/24/2024 19:25,118.817011,1782.054419,26.09801926,0.368576461,0.016722593,0.336878603,62.34058522,48.44351068,0,Heavy Load
12/24/2024 19:30,114.2590251,2656.102768,20.73727931,0.200623459,0.659728829,0.277054461,61.2510237,73.75941555,3,Idle
12/24/2024 19:35,63.81721207,1917.363884,24.42417919,0.253587108,0.170699568,0.480643815,128.0958669,53.16210958,0,Idle
12/24/2024 19:40,60.0380158,3120.286693,24.48176643,0.008123986,0.828686436,0.399600344,62.67910568,49.62197704,2,Heavy Load
12/24/2024 19:45,100.3755429,3051.398251,22.7891769,0.598328917,0.083016448,0.253587915,179.7938293,73.35072024,1,Idle
12/24/2024 19:50,115.0925027,2216.876797,19.16513402,0.934551188,0.732051562,0.026013806,70.56074447,54.13631589,1,Cruising
12/24/2024 19:55,104.8843742,2146.446094,29.47536815,0.734173503,0.489702663,0.654993268,157.0523396,44.76078569,1,Cruising
12/24/2024 20:00,87.49242947,3687.339369,20.78070221,0.014224203,0.36622825,0.165170294,160.2097631,76.63920212,2,Cruising
12/24/2024 20:05,113.789458,2519.017018,23.62615472,0.557668588,0.503255927,0.212657725,148.0795828,62.89942933,2,Idle
12/24/2024 20:10,89.06164792,3986.553708,24.87670967,0.726249447,0.107674326,0.01612072,84.79337483,63.0981948,3,Idle
12/24/2024 20:15,89.45199728,2179.05269,28.07903519,0.227506761,0.379954026,0.252152299,95.40388587,75.75076175,0,Heavy Load
12/24/2024 20:20,99.37645046,3990.918223,20.05640298,0.024877803,0.10102816,0.225730165,61.32534636,25.9656023,1,Idle
12/24/2024 20:25,115.2532465,2719.737821,15.32213562,0.862108179,0.569910494,0.277214653,197.8172676,21.56356428,3,Cruising
12/24/2024 20:30,68.87563365,2082.57179,23.34116732,0.768036924,0.485758544,0.352193996,136.5643439,40.68101314,2,Idle
12/24/2024 20:35,61.31878878,3487.950069,16.7649214,0.073298659,0.353153455,0.374307856,162.154159,49.09273132,2,Heavy Load
12/24/2024 20:40,101.2261074,3676.960657,28.50642658,0.721661206,0.180619435,0.153877068,108.601974,23.33470895,2,Idle
12/24/2024 20:45,71.71362134,2650.119293,22.20829805,0.077362479,0.648127517,0.182852968,151.4788767,29.31585985,0,Cruising
12/24/2024 20:50,73.37107201,3883.092636,29.82312467,0.315627394,0.744513147,0.201755124,181.9844348,95.18036512,3,Heavy Load
12/24/2024 20:55,63.35873638,2716.185743,19.4337061,0.554075153,0.743954397,0.796840496,143.2542293,40.95567658,2,Cruising
12/24/2024 21:00,68.84791003,3492.877829,21.21026056,0.73838102,0.771559997,0.703022822,72.82728207,20.73237152,3,Idle
12/24/2024 21:05,73.88385029,1823.375669,19.25458911,0.779446917,0.966686175,0.623362647,162.4857791,24.36870323,2,Cruising
12/24/2024 21:10,65.85087085,2536.045594,18.80033772,0.647523476,0.836052823,0.003902827,166.7720726,82.29193524,0,Cruising
12/24/2024 21:15,116.4594193,1458.715928,16.97310671,0.390755658,0.990944738,0.704564564,182.3934305,82.23413929,2,Cruising
12/24/2024 21:20,110.8677846,2747.155202,23.49395583,0.182042144,0.472919988,0.241327837,92.89804904,52.09364439,0,Idle
12/24/2024 21:25,116.4050749,1570.120598,20.99326601,0.05591704,0.063478916,0.13965886,107.6224116,57.99915962,2,Cruising
12/24/2024 21:30,100.5892285,1289.296828,24.36905725,0.688412279,0.448356473,0.916575946,134.1737605,56.00895303,1,Cruising
12/24/2024 21:35,88.99121107,2494.790239,25.55796249,0.037895067,0.423294422,0.599229809,168.3256053,31.26424047,2,Heavy Load
12/24/2024 21:40,97.30893814,1555.028588,25.10880775,0.307388206,0.329025879,0.715880293,76.87709382,76.26736952,0,Heavy Load
12/24/2024 21:45,60.71273286,3142.988248,20.41204284,0.521833325,0.009971851,0.210981632,118.0586572,82.81262399,0,Idle
12/24/2024 21:50,87.569072,2800.108498,24.48651251,0.205220317,0.511502732,0.924104628,144.7942829,66.25903519,2,Heavy Load
12/24/2024 21:55,66.32105908,1856.363432,23.83264665,0.606567234,0.740661702,0.942717051,93.49795313,57.44336677,1,Cruising
12/24/2024 22:00,71.65462296,3338.092506,20.90734819,0.781252273,0.777621133,0.701577663,64.22322014,55.19784045,0,Cruising
12/24/2024 22:05,108.9223993,2173.034704,17.82638896,0.670072067,0.090090559,0.901578354,143.8027205,32.01207032,3,Heavy Load
12/24/2024 22:10,85.57269459,1347.45756,22.62169541,0.789667756,0.332969862,0.491151562,100.3570617,96.74844008,1,Heavy Load
12/24/2024 22:15,116.5723836,3291.977669,24.63511364,0.805133394,0.213222389,0.416578993,58.78227825,88.46271097,2,Cruising
12/24/2024 22:20,105.0077079,2122.350006,23.34165728,0.922397954,0.498659712,0.093462818,150.7758738,82.62975231,3,Idle
12/24/2024 22:25,111.1312878,2826.102581,25.53697491,0.59448967,0.017924359,0.475037571,96.46637195,21.72887897,3,Heavy Load
12/24/2024 22:30,62.03731238,1127.683338,22.41519911,0.556630408,0.862324295,0.298263956,118.4144399,55.08105758,0,Heavy Load
12/24/2024 22:35,103.8984802,1259.594534,17.89297582,0.023940323,0.637315241,0.519618817,129.2105518,33.3122768,0,Heavy Load
12/24/2024 22:40,89.96373225,1640.004643,19.55499024,0.201201954,0.868562622,0.46079991,169.5766705,73.34071248,3,Heavy Load
12/24/2024 22:45,77.03980589,2872.390913,27.1786983,0.743916552,0.066508689,0.774454814,97.60300705,73.32040445,3,Heavy Load
12/24/2024 22:50,116.6840446,3796.357332,18.67537611,0.548241482,0.485525464,0.029710422,104.3457444,93.8493027,2,Heavy Load
12/24/2024 22:55,91.19599658,1036.871854,25.73210374,0.731853578,0.146601998,0.724637911,160.3393463,54.51730945,0,Heavy Load
12/24/2024 23:00,77.30533079,3219.172474,29.68533054,0.793318677,0.16277373,0.397064343,108.977982,66.28898272,0,Cruising
12/24/2024 23:05,99.68155351,2507.035479,20.54877373,0.697140824,0.21517601,0.016739311,52.94122054,42.02877015,2,Cruising
12/24/2024 23:10,99.16968748,2388.641708,29.42972192,0.469569067,0.017042073,0.695844522,183.1121212,43.75284076,2,Cruising
12/24/2024 23:15,108.012657,1337.616413,21.03038109,0.451513835,0.423696275,0.104377947,128.5384929,61.32547571,0,Cruising
12/24/2024 23:20,77.97410975,3341.780028,16.18587218,0.003399946,0.599627504,0.539158877,75.89516627,61.89417936,0,Idle
12/24/2024 23:25,110.828274,1088.793723,25.12866703,0.692684223,0.263910034,0.438240891,187.2243968,45.89923,3,Idle
12/24/2024 23:30,64.77427961,1783.290555,26.70137159,0.454926,0.185094563,0.848524728,125.5975007,90.19222513,2,Cruising
12/24/2024 23:35,119.8313435,3693.413819,29.93854825,0.747526859,0.21575407,0.585349315,192.0048876,71.89166655,3,Idle
12/24/2024 23:40,82.13322773,2438.914739,22.92845408,0.785496683,0.386005899,0.17504383,91.72668681,52.70694915,0,Heavy Load
12/24/2024 23:45,67.25462791,1106.406062,28.54990551,0.132544733,0.087524545,0.096224319,120.1217131,67.30954184,1,Cruising
12/24/2024 23:50,78.14405232,3330.545016,19.93292914,0.858575182,0.584883699,0.457006443,102.662412,75.65636797,0,Cruising
12/24/2024 23:55,76.99140448,1555.17256,17.11211287,0.134128978,0.654455823,0.910440653,170.0966924,80.80489314,0,Idle
12/25/2024 0:00,105.6911178,1203.290455,29.031395,0.435981483,0.111213366,0.236992148,193.5035544,84.75781477,2,Cruising
12/25/2024 0:05,67.84823924,3963.113765,26.11307291,0.698891429,0.409178937,0.428555207,53.04226834,45.62625116,0,Idle
12/25/2024 0:10,116.2421349,3598.476188,19.16969256,0.606608912,0.546970567,0.334693736,139.3314674,63.21183613,1,Idle
12/25/2024 0:15,113.4668713,1143.580208,20.14387126,0.067862043,0.939379568,0.339351911,167.1625813,96.27581448,2,Cruising
12/25/2024 0:20,110.9304327,3400.607713,20.49537665,0.460259731,0.139559119,0.842298008,180.3747582,43.43577197,0,Heavy Load
12/25/2024 0:25,67.70872209,3761.831986,20.04028918,0.079176554,0.155608542,0.248023901,63.98866054,39.99660822,1,Cruising
12/25/2024 0:30,92.63464467,3325.112285,29.78604585,0.983702912,0.811197664,0.753196019,102.2416922,95.95755503,2,Cruising
12/25/2024 0:35,70.72591603,2084.313334,23.19166547,0.579782149,0.014162064,0.642723678,93.4816231,97.3717506,1,Cruising
12/25/2024 0:40,109.4868725,3439.261681,27.07272672,0.178854896,0.323260113,0.937568907,118.1660439,45.58010287,1,Idle
12/25/2024 0:45,115.4751822,1262.197768,17.6692572,0.717607282,0.93369292,0.122531027,62.79979681,77.027159,1,Idle
12/25/2024 0:50,97.24024166,1689.946962,20.52311459,0.837478391,0.892785147,0.930148504,72.98100933,30.11293204,1,Idle
12/25/2024 0:55,118.2954033,3075.464725,21.47726783,0.266370497,0.406305143,0.371667417,53.35373888,89.35680861,0,Heavy Load
12/25/2024 1:00,75.70221143,2074.110132,15.97513152,0.450990986,0.272632195,0.979030474,152.5723019,71.93916523,0,Cruising
12/25/2024 1:05,116.1736932,3378.370839,18.05936957,0.672577248,0.337247216,0.810887933,197.825165,30.45381449,3,Cruising
12/25/2024 1:10,73.84335667,1155.834673,19.18424272,0.938566407,0.282615694,0.102560693,178.6869277,41.73379966,1,Heavy Load
12/25/2024 1:15,108.3014121,2528.239694,22.84262646,0.163719495,0.346461401,0.942197263,162.8051688,32.51103608,0,Heavy Load
12/25/2024 1:20,109.8772626,3775.360076,21.5241888,0.589626611,0.702997384,0.679123791,144.5085341,43.30826958,3,Heavy Load
12/25/2024 1:25,69.19048185,3290.655061,28.50581054,0.398338932,0.577119619,0.880492732,108.9019418,62.31420753,1,Cruising
12/25/2024 1:30,90.04474665,2988.038406,24.70248106,0.820991302,0.423534473,0.501631222,169.9953223,84.57490271,1,Cruising
12/25/2024 1:35,114.0508233,3866.51027,25.98275441,0.836531385,0.285943579,0.724545302,92.98902341,93.81262445,3,Cruising
12/25/2024 1:40,88.31872588,3446.797557,26.38975217,0.899143369,0.30619404,0.522820448,187.986034,53.6612797,3,Heavy Load
12/25/2024 1:45,75.14805745,2699.299369,27.33758159,0.332809049,0.978081757,0.321291625,92.32632695,76.22241777,1,Idle
12/25/2024 1:50,86.08659994,2699.79318,19.49562953,0.232438489,0.811393903,0.911914594,59.20786523,81.89037635,0,Cruising
12/25/2024 1:55,77.04990235,1606.038129,26.90245078,0.195679712,0.35379182,0.047551891,80.05349817,67.1522486,0,Cruising
12/25/2024 2:00,65.71834155,1589.762906,19.91625168,0.089206201,0.716439036,0.344521087,158.5218271,23.18328935,1,Cruising
12/25/2024 2:05,61.30902505,3668.276672,18.84895354,0.994623235,0.372686291,0.207479877,59.76475279,95.32162061,3,Idle
12/25/2024 2:10,82.31744426,2076.350339,25.79179781,0.763147684,0.680851355,0.255431599,110.9499968,49.32368604,1,Idle
12/25/2024 2:15,92.66631636,3693.530963,18.27491047,0.550661648,0.022972917,0.448500298,138.3012408,23.93000997,2,Cruising
12/25/2024 2:20,106.0670134,1574.169838,23.80384273,0.975084489,0.594550579,0.321603126,79.70524141,67.61614579,0,Idle
12/25/2024 2:25,107.7066907,2963.383909,21.43996827,0.155036123,0.209568173,0.417931789,90.03827266,83.184137,3,Cruising
12/25/2024 2:30,106.4195623,3964.859878,29.58513011,0.817388808,0.987615283,0.933285164,114.5510243,67.788981,3,Cruising
12/25/2024 2:35,103.7851119,2400.819343,24.93122891,0.370864213,0.885337722,0.137882114,128.9739562,32.04423576,3,Heavy Load
12/25/2024 2:40,84.93375891,1211.972324,15.72865414,0.057994487,0.186340325,0.991753118,155.355494,99.35123936,1,Heavy Load
12/25/2024 2:45,78.61548131,3956.256416,27.57934261,0.044425405,0.744342671,0.167413332,81.59077704,92.3699832,0,Cruising
12/25/2024 2:50,74.32802842,3101.511156,28.930069,0.009056473,0.745038867,0.145786924,150.567344,29.91223065,0,Cruising
12/25/2024 2:55,94.04839149,2286.603644,20.8816698,0.657653608,0.883395908,0.464542412,178.0939391,54.61906001,1,Cruising
12/25/2024 3:00,63.22603977,2828.62227,26.83795431,0.18625587,0.312363459,0.300644592,106.919322,23.9896888,1,Idle
12/25/2024 3:05,114.216736,3157.083255,15.17299992,0.334406129,0.792408482,0.756428874,50.57283476,84.338799,3,Idle
12/25/2024 3:10,80.1033207,2696.386226,22.18452393,0.618447978,0.153298858,0.749935342,118.1397164,69.11944261,1,Cruising
12/25/2024 3:15,66.29981888,3154.28636,16.43911316,0.350943594,0.066721835,0.145890603,79.66336495,79.48274411,3,Cruising
12/25/2024 3:20,90.47905376,3795.728486,27.10900486,0.465407611,0.870472126,0.186402888,105.2240718,50.32079118,2,Cruising
